german,english,hungarian,type,⍨,score,,
"r Vorgänger,~",predecessor,előd,noun,2014-05-01,5,,
"e Vorgängerin,~nen",predecessor,előd,noun,2014-05-01,5,,
"e Vorlesung,~en","lecture, reading","felolvasás, előadás (egyetemi)",noun,2014-10-06,5,,
"r Vorschlag,⍨e","suggestion, proposal",javaslat,noun,2014-05-24,5,,
"r Vorteil,~e",advantage; benefit,előny,noun,2014-08-24,5,,
"r Wahnsinn,-","insanity, madness; (colloquial) awesome!, man!, wicked!",őrület,noun,2014-05-09,5,,
"r Waldmeister,-",(sweet) woodruff,szagos müge,noun,2014-10-08,5,,
"e Wanne,~n",tub,kád,noun,2014-05-01,5,,
"e Warnung,~en",warning,figyelmeztetés,noun,2014-05-09,5,,
"e Webcam,~s",webcam,webkamera,noun,2014-10-06,5,,
"e Website,~s",website,"website, webszájt, weboldal",noun,2014-10-06,5,,
"r Wecker,~",alarm clock,vekker,noun,2014-10-11,5,,
"r Wedge,~s",wedges,wedges,noun,2014-05-01,5,,
"s Weltall,-","space, universe","űr, univerzum",noun,2014-10-14,5,,
"r Wert,~e",worth; value,érték,noun,2014-05-01,5,,
"r Westen,-",west,nyugat,noun,2014-05-01,5,,
"r Wettbewerb,~e","competition, contest",verseny,noun,2014-05-01,5,,
"e Wette,~n",bet,fogadás (sport),noun,2014-05-01,5,,
"r Wissenstand,⍨e",knowledge level,tudásszint,noun,2014-09-23,5,,
"r Wissenswert,~e",worth knowing,tudniérdemes,noun,2014-05-01,5,,
"e Wurst,⍨e",sausage ,kolbász,noun,2014-05-01,5,,
"e Wurzel,~n",root; square root,gyökér; négyzetgyök,noun,2014-06-06,5,,
"e Wut,-","fury, rage",düh,noun,2014-09-15,5,,
"r Zähler,~",counter,"counter, számoló (IT)",noun,2014-10-06,5,,
"e Zange,~n","plier, pincer, tongs",fogó; kiszedő,noun,2014-08-04,5,,
"r Zaun,⍨e",fence,kerítés,noun,2014-08-13,5,,
"s Zeichen,~",sign,jel,noun,2014-06-06,5,,
"r Zeichensatz,⍨e",character set; font,karakterkészlet; font,noun,2014-10-06,5,,
"r Zeiger,~",pointer,pointer (IT),noun,2014-10-06,5,,
"e Zeit,~en",time,idő,noun,2014-10-09,5,,
"e Zeitverschiebung,~en","time difference, time offset",idő/időzóna különbség,noun,2014-09-01,5,,
"e Zentrale,~n",station,állomás,noun,2014-05-10,5,,
"e Zeremonie,~n",ceremony,ceremónia,noun,2014-08-31,5,,
"s Ziel,~e","goal, target, aim",cél,noun,2014-07-06,5,,
"r Zorn,-","anger, wrath",harag; erős düh,noun,2014-09-15,5,,
"r Zug,~e",train,vonat,noun,2014-10-10,5,,
"e Zusammenfassung,~en",conclusion,összefoglalás,noun,2014-08-11,5,,
"r Zusammenstoß,⍨e","collision, crash",karambol,noun,2014-09-14,5,,
"r Zustand,⍨e",state,állapot,noun,2014-05-01,5,,
"r Zwang,⍨e",coercion,"kényszer, késztetés",noun,2014-05-01,5,,
"r Zweck,~e","purpose, intention",cél,noun,2014-08-24,5,,
"e Zweischenzeit,~en",meanwhile,mialatt,noun,2014-10-09,5,,
"r Zwischenspeicher,~",cache; buffer,"cache, gyorsítótár; buffer, átmeneti tár",noun,2014-10-06,5,,
um-,,"meg-, el-, körül-",prefix,2014-05-07,5,,
vor-,,"előre-, ",prefix,2014-05-07,5,,
weg-,,el-,prefix,2014-05-07,5,,
wider-,,vissza-; ellen-,prefix,2014-05-07,5,,
zer-,,szét-,prefix,2014-05-07,5,,
zu-,,"be-, le-; ide-, oda-",prefix,2014-05-07,5,,
zurück-,,vissza-,prefix,2014-05-07,5,,
zusammen-,,"össze-, együtt-",prefix,2014-05-07,5,,
zwischen-,,közé-,prefix,2014-05-07,5,,
draußen,outside,kint,prep,2014-08-13,5,,
drinnen,inside,bent,prep,2014-08-13,5,,
innerhalb,inside of,belül,prep,2014-09-23,5,,
mittels + (G),by (indicates a means),valami által,prep,2014-05-01,5,,
während + (G),"during, while; at the time of",amíg; amikor,prep,2014-05-05,5,,
also,"so, thus",tehát,pron,2014-07-14,5,,
solche,such,"ilyen, olyan",pron,2014-06-10,5,,
"s geschehen, -, -, geschieht, -, -, geschehen, geschahen, geschehen","to occur, to happen (formal)",történni (formal),verb,2014-07-24,5,,
"h abbeissen, abbissen, abgebissen",to bite off,leharapni,verb,2014-05-24,5,,
h abbestellen,to cancel,lemondani,verb,2014-05-05,5,,
"h abbringen, abbrachten, abgebracht",to dissuade (sb from sth),lebeszélni (vkit vmiről),verb,2014-05-07,5,,
h abbuchen,to debit,levonni,verb,2014-05-01,5,,
h abdrehen,"to turn down, to lower; to turn","letekerni; irányt váltani, fordulni",verb,2014-05-07,5,,
"s abfahren, abfuhren, abgefahren, abfährst, abfährt","to depart, to drove off",elindulni (közlekedés),verb,2014-05-01,5,,
"h abgeben, abgaben, abgegeben, abgibst, abgibt",to hand over,"átadni, leadni (szavazatot); eladni; odaadni (ingyen)",verb,2014-05-08,5,,
"s abhauen, abhieben/abhauten, abgehauen/abgehaut",to scram (colloquial),lelépni (informális),verb,2014-05-15,5,,
"h abheben, abhoben, abgehoben","to take off, lift off","to lift off;  to answer (phone); to withdraw (banking), to cut (card games)",verb,2014-10-14,5,,
h abheften,to file,lefűzni,verb,2014-05-01,5,,
h abholen,"to collect, to pick up, to fetch (sth)","elhozni (vmit vhonnan), beugrani (vmiért)",verb,2014-05-07,5,,
"s ablaufen, abliefen, abgelaufen, abläufst, abläuft","to expire, to run off",lejár,verb,2014-07-29,5,,
h ablehnen,"to decline, to reject",elutasítani,verb,2014-05-01,5,,
h ablösen,supersede,"leváltani, felváltani vkit",verb,2014-05-18,5,,
h abmalen,"to depict, to portray",lefest,verb,2014-05-07,5,,
"h abnehmen, abnahmen, abgenommen, abnimmst, abnimmt",to decrease; to lose weight; to accept; to detach,"csökkenni; leadni (súlyt, feladatot); átvenni; leválasztani",verb,2014-05-07,5,,
h abschaffen,"to abolish, to annul",megszüntetni,verb,2014-05-01,5,,
h abschalten,to turn off,lekapcsolni,verb,2014-05-07,5,,
h abschicken,"to send, to post; to submit",elküldeni; beküldeni,verb,2014-05-07,5,,
h abschleppen,to tow,elvontatni,verb,2014-05-01,5,,
"h abschließen, aufschlossen, aufgeschlossen, abschließt, abschließt","to end, to finish, to complete",bezárni; lezárni,verb,2014-06-04,5,,
"h abschreiben, abschrieben, abgeschrieben, abscriebst, abschriebt",to transcribe; to plagiarize,"lemásolni, leírni valakiről; plagizálni",verb,2014-05-07,5,,
"h absprechen, absprachen, abgesprochen, absprichst, abspricht + sich (A) + über (A)",to talk over,"átbeszélni, megbeszélni",verb,2014-05-10,5,,
h abstellen,to put down; to park,lerakni; leparkolni,verb,2014-05-01,5,,
"s absterben, abstarben, abgestorben, abstirbst, abstirbt",to die out,kihalni,verb,2014-05-09,5,,
h abtransportieren,to transport away; to evacuate,elszállítani,verb,2014-05-01,5,,
h abwarten,"to await, to wait for; to wait around","kivárni, várakozni",verb,2014-05-01,5,,
h achten,to watch,figyelni,verb,2014-05-10,5,,
h achten + auf (A),to watch (sth),figyelni (vmit),verb,2014-05-10,5,,
s ähnlich sein + (D),"to be alike, to look like sth/sb",hasonlítani vkire/vmire,verb,2014-10-15,5,,
"h an|tun, antun, antust, antut, antun, antut, antun, antaten, angetan","to do something to someone, to do sb. a mischief, to do violence to sb.",elkövetni,verb,2014-08-24,5,,
h anbauen,"to grow, to cultivate",termeszteni,verb,2014-05-01,5,,
"h anbieten, anboten, angeboten",to offer,felajánlani,verb,2014-05-01,5,,
"h anbringen, anbrachten, angebracht","to fix, to attach","rögzíteni, felerősíteni",verb,2014-05-07,5,,
h anfragen,"to ask, to inquire",érdeklődni,verb,2014-05-10,5,,
h anfragen + bei (D),"to ask someone, to inquire with someone",érdeklődni valakinél,verb,2014-05-10,5,,
"h angeben, angaben, angegeben, angibst, angibt","to state, to declare",állítani; megadni (információt),verb,2014-10-01,5,,
h Angst haben + vor (D),to fear sth/sb,félni vmitől,verb,2014-10-15,5,,
h anhalten,"to stop; to remain, to continue to be (in a state)","megállítani; megállni, parkolni; fennállni (állapot)",verb,2014-05-01,5,,
"h anheben, anhoben, angehoben",to lift up,megemelni vmit,verb,2014-05-07,5,,
h ankreuzen,"to tick, to check",kipipálni,verb,2014-10-06,5,,
"h annehmen, annahmen, angenommen, annimmst, annimmt",to accept; to receive; to assume,átvenni; átvállalni; feltételezni,verb,2014-05-07,5,,
h anpacken,to tackle,belekezdeni valamibe,verb,2014-08-24,5,,
h anschauen,to look at; to behold; to observe (visually); to view,megnézni,verb,2014-05-18,5,,
h anschnellen,to view,bekötni (biztonsági övet),verb,2014-05-15,5,,
h ansehen,to watch (eg. movie),megnézni,verb,2014-07-30,5,,
h ansehen + sich (D),"to inspect, to view",megfigyelni,verb,2014-05-10,5,,
h ansehen + sich (D) + (A),"to inspect (sb), to view (sb)","megfigyelni (vkit), megnézni (vkit)",verb,2014-05-10,5,,
"h ansprechen, ansprachen, angesprochen, ansprichst, anspricht",to address,megszólítani (vkit); vkihez fordulni,verb,2014-05-05,5,,
"h anspringen, ansprangen, angesprungen",to start (car); to ignite,beindulni (autó),verb,2014-10-08,5,,
"h Anteil nehmen, Anteil nahmen, Anteil genommen, Anteil nimmst, Anteil nimmt",to commiserate,részvétet nyilvánítani,verb,2014-09-10,5,,
h antworten auf,to reply to (sthg); to respond to (sthg),válaszlni (vmire),verb,2014-05-10,5,,
h anvertrauen,to entrust,rábizni (vmit vkire),verb,2014-06-04,5,,
h anzeigen,"to report (sb), to indicate",feljelenteni (vkit),verb,2014-05-10,5,,
h ätzen,"to etch, to corrode","karcolni, marni",verb,2014-10-16,5,,
h aufbauen,"to build, to construct, to erect; to set up, to put up",építeni; felállítani,verb,2014-05-01,5,,
"h aufbringen, aufbrachten, aufgebracht","to bring up sth, to raise sth",felvetni vmit; pénzt szerezni vmihez,verb,2014-05-05,5,,
"h aufbringen, aufbrachten, aufgebracht","to bring up, to raise (topic); to muster",felhozni (témát); mustrálni,verb,2014-05-07,5,,
"s auffallen, auffielen, aufgefallen, auffälllst, auffällt",to stand out,kitűnni,verb,2014-05-01,5,,
"s auffallen, auffielen, aufgefallen, auffälllst, auffällt + (D)",to notice,észrevenni,verb,2014-05-01,5,,
h auffordern,"to prompt, to request",felszólítani,verb,2014-05-01,5,,
h aufgaben,to give up,feladni,verb,2014-10-10,5,,
"h aufgeben, aufgaben, aufgegeben, aufgibst, aufgibt",to give up,feladni,verb,2014-10-14,5,,
"s aufgehen, aufgingen, aufgegangen",to open (forcefully or suddenly); to rise (sun),"kinyílni (hirtelen, vagy nem akar, stb...), kicsapódni; felkel (nap)",verb,2014-05-18,5,,
h aufhalten + sich (A),to stay,tartózkodni,verb,2014-08-11,5,,
"h aufheben, aufhoben, aufgehoben",to pick up (sth lying on the ground),felvenni vmit (földről),verb,2014-05-07,5,,
h aufholen,"to catch up, to make up for",behozni (lemaradást),verb,2014-05-07,5,,
h aufhören,to stop,"abbamaradni, abbahagyni",verb,2014-05-01,5,,
h aufhören,to stop,abbamaradni; abbahagyni,verb,2014-05-09,5,,
"h aufladen, auflud, aufgeladen, auflädst, auflädt",to upload,feltölteni,verb,2014-05-01,5,,
h aufmachen,to open,kinyitni,verb,2014-05-07,5,,
"h aufnehmen, aufnahmen, aufgenommen, aufnimmst, aufnimmt",to acquire,felvenni (kapcsolatot is),verb,2014-05-01,5,,
"h aufnehmen, aufnahmen, aufgenommen, aufnimmst, aufnimmt",to record; to pick up,"felvenni (telefont, műsort, utast)",verb,2014-05-07,5,,
h aufpassen,to watch out; to look after (sthg),"vigyázni, odafigyelni",verb,2014-05-09,5,,
h aufräumen,to clean,"rendet rakni, kitakarítani",verb,2014-05-01,5,,
h aufregen,"to annoy, to upset","felidegesíteni, felbosszantani",verb,2014-05-09,5,,
"h aufrufen, aufriefen, aufgerufen",to call for,felhívni (nem tel.),verb,2014-05-01,5,,
h aufschreiben,to mark down; to prescribe (med.),felírni,verb,2014-05-07,5,,
s aufsteigen,"to get on; to mount, to move upwards","felszállni, felmászni",verb,2014-05-07,5,,
h aufstellen,to establish,létrehozni,verb,2014-05-01,5,,
s aufwachen,to wake up,felébredni,verb,2014-10-11,5,,
h aufwecken,to wake up,fölébreszteni,verb,2014-05-01,5,,
h aufwecken,to wake sb,feléreszteni,verb,2014-10-11,5,,
h ausarbeiten,"to elaborate, to work out, to calculate, to develop",kidolgozni,verb,2014-08-20,5,,
h ausdrücken + sich (A),to express oneself,kifejezni magát,verb,2014-10-08,5,,
"h ausgeben, ausgaben, ausgegeben, ausgibst, ausgibt",to hand out,kiadni,verb,2014-05-09,5,,
"s ausgehen, ausgingen, ausgegangen",to go out; to run out; to fall out,"elmenni (vhova, informális); kifutni (vmiből), kihullani (haj)",verb,2014-05-18,5,,
h auskennen + sich (A),"to know, to know well",kiismerni,verb,2014-05-01,5,,
h ausmachen,to open; to shut down; to negotiate,kinyitni; kikapcsolni; egyeztetni,verb,2014-05-09,5,,
h ausmisten,to muck out ,kiganéjozni,verb,2014-05-01,5,,
"h ausnehmen, ausnahmen, ausgenommen, ausnimmst, ausnimmt","to gut sth (colloquial); to fleece (colloquial), to clean sb out",kizsigerelni; kifosztani (informális); kijátszani (informális); kicsalni,verb,2014-05-07,5,,
h ausschalten,to turn off,kikapcsolni,verb,2014-05-01,5,,
h ausschalten,to turn off,kikapcsolni,verb,2014-05-05,5,,
h ausschlafen + sich (A),"to sleep in, to sleep enough",kialudni,verb,2014-05-07,5,,
"h aussehen, aussahen, ausgesehen, aussiehst, aussieht","to appear, to seem",látszani,verb,2014-10-08,5,,
h äußern + sich (A),to express oneself,kifejezni magát,verb,2014-10-08,5,,
h ausstrecken + sich (A),to stretch,kinyújzkodni magát,verb,2014-10-18,5,,
h aussuchen,"to look for, to pick","kikeresni, kiválasztani",verb,2014-05-01,5,,
h austauschen,to exchange; to replace; to substitute,cserélni; kicserélni; helyettesíteni,verb,2014-05-24,5,,
"h austrinken, austranken, ausgetrunken","to empty (a glass), to finish a drink",kiinni,verb,2014-05-07,5,,
h auswählen,to pick,kiválasztani,verb,2014-05-01,5,,
h auswählen,"to choose, to select",kiválasztani,verb,2014-05-10,5,,
h auszeichnen,"to distinguish; to honour, to award, to decorate",kijelölni; kitüntetni; feltüntetni,verb,2014-06-04,5,,
"h backen, buken/backen, gebacken, bäckst/backst, bäckt/backt",to bake; to roast,sütni,verb,2014-10-12,5,,
h beachten,"to mind; to note, to observe; to consider",figyelni; figyelembevenni,verb,2014-05-08,5,,
h beauftragen,"to hire, to employ; to instruct; to commission",megbizni (vkit vmivel),verb,2014-06-04,5,,
h bedanken + sich (A),to thank,megköszönni,verb,2014-05-07,5,,
h bedecken,to blanket; to cover,betakarni,verb,2014-05-29,5,,
h bedrängen,to pressurize,megszorongatni,verb,2014-05-01,5,,
h beeilen + sich (A),to hurry,sietni,verb,2014-08-20,5,,
h beeindrucken,to impress,jó benyomást kelteni,verb,2014-10-09,5,,
h beeinflussen,to influence,befolyásol,verb,2014-05-01,5,,
"h befehlen, befahlen, befohlen, befiehlst, befiehlt",to command; to order,parancsolni,verb,2014-10-12,5,,
h befragen,"to question, to interview, to interrogate",kikérdezni,verb,2014-06-04,5,,
s befreundet sein + mit (D),to be friends with sb,barátságban lenni,verb,2014-10-18,5,,
s begegnen,"to meet, encounter, to run into sth/sb",belefutni vkibe/vmibe,verb,2014-10-11,5,,
"h beginnen, begannen, begonnen",to begin,kezdeni,verb,2014-10-12,5,,
"h beginnen, begannen, begonnen + mit (D)",to begin sth,elkezdeni vmit,verb,2014-10-12,5,,
"h begleiten, begleitete, begleitet",to escort,elkísérni,verb,2014-05-05,5,,
h begreifen,"to understand, to realize","felfogni (átvitt), megérteni",verb,2014-10-14,5,,
"h behalten, behielten, behalten",to keep,megtartani,verb,2014-05-09,5,,
s behilflich sein + (D),to help (sophisticated),segíteni (szofisztikált),verb,2014-10-18,5,,
"h beibringen, beibrachten, beigebracht",to teach; to break news carefully,"tanítani, közelebb hozni",verb,2014-05-01,5,,
"h beißen, bissen, gebissen",to bite,harapni,verb,2014-10-12,5,,
h bejahen,to affirm; to approve,igenel (feltétel nélkül),verb,2014-05-24,5,,
"h bekannt geben, bekannt gaben, bekannt gegeben, bekannt gibst, bekannt gibt",to divulge; to publicize,nyilvánosságra hozni,verb,2014-05-24,5,,
h/s bekommen,to recieve,"kapni, megkapni",verb,2014-10-09,5,,
h beleuchten," to light, to illuminate","megvilágítani, kivilágítani",verb,2014-05-01,5,,
h bemerken,to notice,észrevenni,verb,2014-05-05,5,,
h benachrichtigen,to notify,értesiteni,verb,2014-06-04,5,,
"h benehmen, benahmen, benommen, benimmst, benimmt + sich (A)",to behave oneself,viselkedni,verb,2014-05-07,5,,
h benutzen,to use,használni,verb,2014-05-10,5,,
h bereuen,to regret,megbánni,verb,2014-08-20,5,,
"h bergen, bargen, geborgen, birgst, birgt","to save sb, to rescue; to salvage, to recover",elrejteni,verb,2014-10-12,5,,
h berichten,to report,"tudósítani, beszámolni, jelenteni",verb,2014-05-24,5,,
"s bersten, barsten, geborsten, birst, birst",to burst,robbanni; kitörni,verb,2014-10-12,5,,
h beschädigen,to damage,megkárosítani; tönkretenni,verb,2014-05-01,5,,
h beschädigen,to damage,"megrongál, sérülést okoz",verb,2014-09-14,5,,
h beschäftigen,to employ sb,foglalkoztatni,verb,2014-05-01,5,,
h beschäftigen + sich (A),to concern oneself,foglalkozni,verb,2014-05-01,5,,
h Bescheid wissen,"to be aware, to know",tisztában lenni vele,verb,2014-08-20,5,,
h Bescheid geben,to give feedback,"szólni, visszajelezni",verb,2014-08-20,5,,
h beschweren + sich (A),to complain,"panaszkodni, panaszt tenni",verb,2014-05-01,5,,
h besichtigen,to visit,meglátogatni,verb,2014-05-01,5,,
h besiegen,"to defeat, to overcome",legyőzni,verb,2014-05-01,5,,
h besitzen,"to own, to have, to posses","birtokolni, tulajdonolni",verb,2014-05-10,5,,
"h besitzen, besaß, besessen",to own,birtokolni,verb,2014-08-11,5,,
"h besprechen, besprachen, besprochen, besprichst, bespricht",to discuss,megbeszélni,verb,2014-05-01,5,,
s besser gefallen,to like more,jobban tetszeni,verb,2014-10-18,5,,
h bestätigen,to confirm,igazolni; visszaigazolni,verb,2014-05-01,5,,
h bestechen,to bribe,"megvesztegetni, lepénzelni",verb,2014-10-14,5,,
"h bestehen, bestanden, bestanden",to pass,átmenni,verb,2014-05-01,5,,
h bestimmen,to determine,meghatározni,verb,2014-05-09,5,,
h betreiben,"to operate, to run (a business)","űzni (ipart), üzemeltetni",verb,2014-05-18,5,,
"h betrügen, betrogen, betrogen","to cheat, to defraud","csalni, megcsalni",verb,2014-10-14,5,,
h betten,to bed,ágyazni,verb,2014-05-01,5,,
h beugen,"to flex, to bend",hajlítani,verb,2014-05-01,5,,
h beurteilen,"to judge; to evaluate, to estimate",megítélni,verb,2014-08-29,5,,
h bevorzugen,to prefer,előnyben részesít,verb,2014-05-01,5,,
h bewegen,to move,"mozogni, mozgatni",verb,2014-05-08,5,,
"h bewegen, bewogen/bewegten, bewogen/bewegt",to persuade ,rábírni (vkit vmire),verb,2014-05-08,5,,
h beweisen,to prove,bebizonyítani,verb,2014-08-31,5,,
"h bewerben, bewarben, beworben, bewirbst, bewirbt + sich (A)",to apply,jelentkezni,verb,2014-05-01,5,,
"h biegen, bogen, gebogen",to bend,meggörbülni (anyag),verb,2014-10-12,5,,
"s biegen, bogen, gebogen","to turn, to round a corner",kanyart bevenni; bekanyarodni,verb,2014-10-12,5,,
"h bieten, boten, geboten",to offer; to present,ajánlani,verb,2014-06-06,5,,
"s sein, bin, bist, ist, sein, seid, sein, waren, gewesen",to be,lenni,verb,2014-05-11,5,,
"h binden, banden, gebunden",to bind,kötni (nem ruhát); bekötni (cipőt/könyvet),verb,2014-08-31,5,,
"h bitten + um + (A), baten, gebeten",to ask sb for sthg,megkérni vmire vkit,verb,2014-05-11,5,,
"h bitten, baten, gebeten","to ask, to beg",kérni,verb,2014-05-08,5,,
"h blasen, bliesen, geblasen, bläst, bläst",to blow; to fellate (vulgar),fújni (hangszert is); szopni (vulgáris),verb,2014-10-12,5,,
"s bleiben, blieben, geblieben",to remain; to stay; to keep being sth,maradni,verb,2014-10-11,5,,
h Bock haben + auf (A),to be in the mood for sth,kedvet érezni vmihez/vmire,verb,2014-10-14,5,,
s böse sein + auf (A),to be angry at sb,dühösnek lenni vkire,verb,2014-10-11,5,,
"h braten, brieten, gebraten, brätst, brät",to fry; to roast; to grill; to broil; to bake,kisütni,verb,2014-10-12,5,,
"h brechen, brachen, gebrochen, brichst, bricht","to break, to get broken",összetörni vmit,verb,2014-10-12,5,,
"s brechen, brachen, gebrochen, brichst, bricht","to break, to get broken",összetörni,verb,2014-10-12,5,,
"h brennen, brannten, gebrannt",to burn,égni,verb,2014-05-10,5,,
"h bringen, brachten, gebracht",to bring,hozni,verb,2014-05-01,5,,
h bügeln,to iron,vasalni,verb,2014-05-01,5,,
h canceln,to cancel,lemondani,verb,2014-05-01,5,,
h checken,to check,ellenőrizni,verb,2014-05-01,5,,
h danken,to thank,megköszönni,verb,2014-10-08,5,,
"h dürfen, darf, darfst, darf, dürfen, dürft, dürfen, durften, gedurft",to be allowed (auxiliary),megengedve lenni (segédige),verb,2014-10-12,5,,
"s davonlaufen, davonliefen, davongelaufen, davonläufst, davonläuft",to run away,"elmenekülni, elfutni, elszaladni",verb,2014-10-14,5,,
"h dazubringen, dazubrachten, dazugebracht",to persuade,rávenni,verb,2014-05-07,5,,
h dazuholen,to bring sthg to (sb),odahozni (vkit vmihez),verb,2014-05-07,5,,
"h dazunehmen, dazunahmen, dazugenommen, dazunimmst, dazunimmt",to add (sthg to sthg),hozzáadni (vmit vmihez),verb,2014-05-07,5,,
"h delegieren, delegierten, delegiert",to delegate,delegálni,verb,2014-05-01,5,,
"h denken, dachten, gedacht + an (A)",to think about sth; to consider sth,gondolni; gondolkozni vmin,verb,2014-10-08,5,,an (A)
"h denken, dachten, gedacht",to think; to consider,gondolni; gondolkozni vmin,verb,2014-10-08,5,,
h danken,to thank,megköszönni,verb,2014-10-12,5,,
"h denken, dachten, gedacht + sich (D)",to think to oneself,magában gondolni,verb,2014-10-08,5,,
h diskutieren,to discuss,megvitatni; megbeszélni,verb,2014-05-08,5,,
h diskutieren + über (A),to discuss sth,megvitatni vmit; megbeszélni vmit,verb,2014-05-08,5,,
"s drangehen, drangingen, drangegangen",to pick up (phone),felvenni (telefont),verb,2014-05-11,5,,
h drängeln,to tail (slang),"másik seggében menni, bevágni, cikk-cakkozni",verb,2014-05-01,5,,
h drängen,to press; to push,furakodni; tolni (tipikusan autóval),verb,2014-05-01,5,,
"s drankommen, drankamen, drangekommen",to come before sb,sorra kerülni,verb,2014-05-24,5,,
"h dreschen, droschen, gedroschen, drischst, drischt",to trash,csépelni (agrár és átvitt is),verb,2014-10-12,5,,
"h dringen, drangen, gedrungen",to get through,átjutni,verb,2014-10-12,5,,
h drucken,to print,kinyomtatni,verb,2014-05-08,5,,
h drücken,to press; to hug,"nyomni, tolni; megölelni",verb,2014-05-10,5,,
h/s durch|drehen,to freak out,megőrülni; meghülyülni,verb,2014-06-04,5,,
"s durch|fallen, durchfielen, durchgefallen, durchfällst, durchfällt",to fail (a class),megbukni,verb,2014-05-09,5,,
h durch|führen,to show around,körbevezetni,verb,2014-05-01,5,,
s durch|gehen,to walk through,"végigvenni, átvenni",verb,2014-05-07,5,,
s durch|gucken,"to look through, to peep through, to be seen through","keresztülnézni, keresztüllátszani",verb,2014-06-04,5,,
h durch|leuchten,to screen,átvilágítani,verb,2014-05-01,5,,
"h durch|nehmen, durchnahmen, durchgenommen, durchnimmst, durchnimmt",to go over a topic,"átvenni (tananyagot, témát)",verb,2014-05-07,5,,
h durch|rechnen,to recalculate,"átszámolni, végigszámolni",verb,2014-05-07,5,,
h durch|schauen,to see through (situation or personality too),átlátni (helyzeten v. személyen is),verb,2014-06-04,5,,
"h durch|schlafen, durchschliefen, durchgeschlafen",to sleep through,átaludni (vmt vagy éjszakára vonatkozik),verb,2014-05-11,5,,
"h durchbrechen, durchbrachen, durchbrochen",to break through; to break in half,áttörni; kettétörni,verb,2014-05-07,5,,
"h durchbringen, durchbrachten, durchgebracht","to bring through; to carry sth through, to pull sth through",átvinni (vmin vmit),verb,2014-05-07,5,,
h durchchecken,to check through,"ellenőrizni, átvizsgálni",verb,2014-10-14,5,,
h durchlesen,to read through,végigolvasni,verb,2014-05-07,5,,
h durchsetzen + sich (A),to prevail,szándékot érvényesteni; győzödelmeskedni,verb,2014-06-06,5,,
h durchsuchen,to search,megmotozni; átkutatni,verb,2014-05-10,5,,
h duzen,to address with the familiar form ,tegezni,verb,2014-07-06,5,,
h eichen,to calibrate,"beállítani, kalibrálni",verb,2014-10-14,5,,
h einarbeiten,"to train, to incorporate",betanítani,verb,2014-05-01,5,,
h einarbeiten,"to work in, to train sb.",betanítani,verb,2014-10-10,5,,
h einbilden + sich (D),"to fancy sth., to imagine sth.",beképzelni,verb,2014-08-31,5,,
"h einbringen, einbrachten, eingebracht","to insert, to introduce","bevinni (pl ötletet, elvont)",verb,2014-05-07,5,,
h eincremen,to cream,bekrémezni,verb,2014-05-01,5,,
"s einfallen, einfielen, eingefallen, einfällst, einfällt + (D)",to come to mind; to remember,eszébe jut,verb,2014-08-31,5,,
h einführen,to introduce,bevezetni,verb,2014-05-07,5,,
h einhalten,to adhere to sth; to comply with sth,betartani,verb,2014-08-31,5,,
s einig sein,"to agree in sth, to have the same opinion on sth","egyetérteni vmiben, egy véleményen lenni",verb,2014-10-11,5,,
s einigen,to agree,megegyezni,verb,2014-10-11,5,,
h einkleiden,"to clothe, to buy/need new clothes",ruhatár lecserélése,verb,2014-08-06,5,,
"h/s einlaufen, einliefen, eingelaufen, einläufst, einläuft",to schrink,összemegy,verb,2014-05-07,5,,
"h einlesen, einlasen, eingelesen",to read in (data); to input,beolvasni (adatot),verb,2014-05-18,5,,
"h einnehmen, einnahmen, eingenommen, einnimmst, einnimmt",to conquer; to take (food or medicine),bevenni,verb,2014-05-07,5,,
h einpacken,"to wrap up, to pack up",bepakolni,verb,2014-05-07,5,,
s einreisen,to enter a country,beutazni,verb,2014-05-07,5,,
h einrichten,to furnish; to arrange,bebútorozni,verb,2014-05-08,5,,
s einrosten,to rust,berozsdásodni,verb,2014-08-02,5,,
h einschätzen,"to estimate, to assess","értékelni vkit, kiértékelni vkit; megsaccolni, megtippelni",verb,2014-08-24,5,,
s einschlafen,"to sleep in, to sleep late",elaludni (nem felkelni időben),verb,2014-05-11,5,,
h einsetzen,to deploy sb/sth; to apply sb/sth,használni; bevetni,verb,2014-08-24,5,,
h einstecken,to plug in,bedugni,verb,2014-05-05,5,,
h einstecken,to stick in one's pocket; to plug in,"zsebrevágni; bedugni (kábelt, konnektort)",verb,2014-05-09,5,,
"s eintreten, eintratten, eingetreten, eintrittst, eintritt",to enter,belépni,verb,2014-05-07,5,,
s einverstanden sein,to agree,"beleegyezni, egyetérteni",verb,2014-06-06,5,,
"h/s einziehen, einzogen, eingezogen",to move in,beköltözni,verb,2014-05-24,5,,
"h empfangen, empfingen, empfangen"," to receive; to greet, to welcome",fogadni (nem sport),verb,2014-05-01,5,,
"h empfinden, empfanden, empfunden",to feel,vhogy érezni,verb,2014-05-18,5,,
h engagieren + sich (A),to be committed,valaminek szenteli magát,verb,2014-09-10,5,,
h entfernen,to remove,elvinni; eltüntetni; levenni (listáról),verb,2014-05-10,5,,
h entfernen + sich (A),"to leave, to go off",eltünni; lelépni,verb,2014-05-10,5,,
"s entfliehen, entflohen, entflohen",to escape,"elszökni, megszökni",verb,2014-05-07,5,,
